Plate,Date Collected,In_treatment,Out_treatment,Pond,Clone,Replicate,Well,Hatch1,Hatch1HD,Hatch2,Hatch2HD,Hatch3,Hatch3HD,Hatch4,Hatch4H,Temp,Dried,Light,DriedLater,Early,Late,Leftover_eggs
040524F,4/3/24,,,P19,50,R2,E10,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,E11,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,E12,6/25,H,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F1,6/25,HD,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F2,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F3,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F4,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F5,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F6,6/25,HD,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F7,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F8,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F9,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F10,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F11,6/25,D,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,F12,6/25,H,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G1,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G2,6/18,H,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G3,6/25,HD,6/25,HD,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G4,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G5,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G6,6/25,HD,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G7,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G8,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G9,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G10,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G11,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R2,G12,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H1,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H2,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H3,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H4,4/19,HDE,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H5,4/19,HDE,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H6,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H7,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H8,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H9,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H10,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H11,,,,,,,,,Warm,Dry,Dark,,,,
040524F,4/3/24,,,P19,50,R3,H12,6/25,D,6/25,HD,,,,,Warm,Dry,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A1,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A2,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A3,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A4,5/3,DE,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A5,6/7,DE,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A6,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A7,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A8,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A9,6/14,D,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A10,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A11,6/7,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,A12,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B1,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B2,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B3,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B4,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B5,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B6,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B7,6/7,HD,6/7,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B8,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B9,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B10,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B11,6/7,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,B12,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C1,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C2,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C3,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C4,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C5,6/14,D,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C6,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C7,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C8,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C9,6/7,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C10,6/14,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C11,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,C12,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D1,6/7,D,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D2,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D3,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D4,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D5,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D6,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D7,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D8,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D9,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D10,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D11,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R3,D12,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E1,6/14,HD,6/7,HD,6/7,H,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E2,6/7,H,6/14,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E3,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E4,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E5,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E6,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E7,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E8,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E9,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E10,6/7,D,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E11,6/7,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,E12,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F1,6/7,H,6/14,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F2,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F3,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F4,6/14,D,6/14,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F5,6/7,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F6,6/14,HD,6/14,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F7,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F8,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F9,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F10,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F11,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,F12,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G1,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G2,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G3,6/7,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G4,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G5,6/14,HD,6/7,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G6,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G7,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G8,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G9,6/14,D,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G10,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G11,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,G12,6/7,D,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H1,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H2,6/7,HD,6/7,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H3,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H4,6/7,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H5,6/7,H,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H6,6/7,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H7,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H8,6/7,HD,6/14,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H9,6/7,HD,6/14,HD,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H10,6/14,HD,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H11,,,,,,,,,Cold,Wet,Dark,,,,
040724A,4/3/24,,,P19,50,R4,H12,,,,,,,,,Cold,Wet,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A2,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A3,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A4,6/21,HD,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A11,6/7,H,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,A12,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B2,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B3,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,B12,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C2,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C3,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C9,6/7,HD,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,C12,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D2,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D3,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R3,D12,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E2,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E3,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,E12,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F2,6/7,H,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F3,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F10,6/7,H,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,F12,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G2,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G3,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G12,6/7,H,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H2,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H3,4/19,HDE,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H12,,,,,,,,,Cold,Dry,Dark,,,,
040724C,4/3/24,,,P19,50,R3,A1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A10,4/19,HDE,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B10,4/19,HDE,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C10,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C11,4/19,HDE,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D2,4/19,HDE,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D10,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E9,,,,,,,,,Warm,Wet,Light,,,,
